Year,Month,Median,2.5 Percentile,97.5 Percentile
1965.0,1.0,69.85,53.74,86.89
1965.0,2.0,60.1,44.85,75.95
1965.0,3.0,45.27,28.4,62.15
1965.0,4.0,103.25,85.47,119.77
1965.0,5.0,82.58,66.57,99.14
1965.0,6.0,49.85,33.55,65.09
1965.0,7.0,52.35,38.89,66.94
1965.0,8.0,99.94,82.71,116.43
1965.0,9.0,167.39,150.4,186.47
1965.0,10.0,88.67,70.8,105.97
1965.0,11.0,94.54,75.96,111.78
1965.0,12.0,71.51,54.21,87.86
1966.0,1.0,54.7,39.41,70.56
1966.0,2.0,44.6,30.08,59.27
1966.0,3.0,70.4,54.74,86.15
1966.0,4.0,42.48,28.4,57.77
1966.0,5.0,47.51,33.66,63.5
1966.0,6.0,48.72,33.25,64.25
1966.0,7.0,46.85,32.0,62.29
1966.0,8.0,71.76,55.67,87.46
1966.0,9.0,42.15,28.03,57.76
1966.0,10.0,70.1,52.18,87.75
1966.0,11.0,130.55,113.15,148.92
1966.0,12.0,76.92,60.58,93.5
1967.0,1.0,72.36,56.82,89.0
1967.0,2.0,52.49,37.24,68.06
1967.0,3.0,39.8,25.15,57.06
1967.0,4.0,116.77,99.18,133.7
1967.0,5.0,58.87,43.89,75.99
1967.0,6.0,142.84,124.25,159.47
1967.0,7.0,56.13,41.65,70.85
1967.0,8.0,82.03,67.59,99.49
1967.0,9.0,61.99,45.93,79.28
1967.0,10.0,111.35,94.18,129.01
1967.0,11.0,72.51,55.57,90.9
1967.0,12.0,77.43,61.07,92.96
1968.0,1.0,48.58,33.91,64.86
1968.0,2.0,49.14,33.71,62.91
1968.0,3.0,27.03,14.05,42.89
1968.0,4.0,64.6,48.81,79.75
1968.0,5.0,79.29,61.99,96.69
1968.0,6.0,116.02,99.65,134.68
1968.0,7.0,71.86,55.5,87.82
1968.0,8.0,114.71,97.14,131.77
1968.0,9.0,104.78,86.85,121.81
1968.0,10.0,74.23,57.9,92.79
1968.0,11.0,73.83,56.84,90.99
1968.0,12.0,89.2,73.33,104.5
1969.0,1.0,72.94,56.65,89.13
1969.0,2.0,33.21,21.25,47.39
1969.0,3.0,35.81,21.07,52.12
1969.0,4.0,77.28,60.44,94.26
1969.0,5.0,98.69,82.42,116.55
1969.0,6.0,151.53,133.75,169.67
1969.0,7.0,96.06,79.79,113.52
1969.0,8.0,50.51,36.72,66.12
1969.0,9.0,44.56,30.55,60.39
1969.0,10.0,122.36,104.64,140.9
1969.0,11.0,65.39,49.47,81.53
1969.0,12.0,39.22,25.34,54.0
1970.0,1.0,64.21,47.6,79.45
1970.0,2.0,32.23,19.18,46.32
1970.0,3.0,45.03,29.98,61.71
1970.0,4.0,73.38,56.92,90.35
1970.0,5.0,103.67,85.88,122.05
1970.0,6.0,84.53,67.29,101.98
1970.0,7.0,113.69,99.14,130.92
1970.0,8.0,51.22,37.41,65.17
1970.0,9.0,159.82,141.23,179.19
1970.0,10.0,92.08,74.36,109.99
1970.0,11.0,73.17,56.57,91.24
1970.0,12.0,80.75,64.56,97.05
1971.0,1.0,84.87,68.08,101.82
1971.0,2.0,83.59,67.75,99.37
1971.0,3.0,69.47,53.13,86.52
1971.0,4.0,56.49,38.99,72.53
1971.0,5.0,64.46,47.69,81.54
1971.0,6.0,65.36,48.94,82.0
1971.0,7.0,82.91,66.51,98.96
1971.0,8.0,79.23,64.53,94.01
1971.0,9.0,65.1,47.97,82.27
1971.0,10.0,71.89,53.09,90.26
1971.0,11.0,71.59,55.32,89.07
1971.0,12.0,102.76,85.02,120.32
1972.0,1.0,46.31,31.68,62.7
1972.0,2.0,51.0,35.86,66.35
1972.0,3.0,65.16,47.74,82.19
1972.0,4.0,83.07,66.48,102.48
1972.0,5.0,66.5,51.11,83.36
1972.0,6.0,74.77,57.32,93.65
1972.0,7.0,110.33,91.73,126.33
1972.0,8.0,152.53,133.75,169.9
1972.0,9.0,122.37,104.16,141.91
1972.0,10.0,99.41,82.0,118.8
1972.0,11.0,68.42,50.25,86.11
1972.0,12.0,107.7,89.5,125.77
1973.0,1.0,65.48,49.11,83.12
1973.0,2.0,40.06,26.99,54.58
1973.0,3.0,88.38,71.77,105.52
1973.0,4.0,78.53,62.88,95.2
1973.0,5.0,146.26,127.93,162.96
1973.0,6.0,101.01,84.27,119.09
1973.0,7.0,69.68,54.78,84.37
1973.0,8.0,85.95,69.51,101.8
1973.0,9.0,55.97,40.09,71.29
1973.0,10.0,93.47,77.15,112.08
1973.0,11.0,55.85,39.34,73.78
1973.0,12.0,65.94,50.32,82.39
1974.0,1.0,92.47,75.81,109.37
1974.0,2.0,45.79,31.31,60.63
1974.0,3.0,47.39,31.97,63.44
1974.0,4.0,95.0,76.95,112.66
1974.0,5.0,99.47,82.27,116.82
1974.0,6.0,112.83,95.26,131.17
1974.0,7.0,76.84,60.61,92.2
1974.0,8.0,71.41,56.95,86.71
1974.0,9.0,74.02,58.55,90.38
1974.0,10.0,72.93,55.37,90.65
1974.0,11.0,55.27,40.17,71.77
1974.0,12.0,42.93,29.0,57.58
1975.0,1.0,62.64,46.14,79.57
1975.0,2.0,61.87,45.48,78.2
1975.0,3.0,53.07,37.12,71.34
1975.0,4.0,76.98,60.07,93.33
1975.0,5.0,81.29,64.65,98.8
1975.0,6.0,98.66,80.97,116.56
1975.0,7.0,67.06,49.92,84.39
1975.0,8.0,112.15,94.79,128.85
1975.0,9.0,71.1,54.57,88.48
1975.0,10.0,43.8,28.6,61.34
1975.0,11.0,86.45,69.9,102.57
1975.0,12.0,63.21,47.9,77.99
1976.0,1.0,75.68,58.85,91.53
1976.0,2.0,65.09,50.46,81.45
1976.0,3.0,124.27,106.59,142.46
1976.0,4.0,55.01,39.5,72.82
1976.0,5.0,90.93,75.53,108.56
1976.0,6.0,65.53,48.73,82.27
1976.0,7.0,66.27,50.6,82.96
1976.0,8.0,46.71,34.02,61.14
1976.0,9.0,46.93,32.0,63.72
1976.0,10.0,61.27,44.62,77.72
1976.0,11.0,52.15,37.11,68.53
1976.0,12.0,30.85,19.17,44.55
1977.0,1.0,37.44,24.1,53.17
1977.0,2.0,58.84,43.26,72.93
1977.0,3.0,79.42,62.91,94.9
1977.0,4.0,42.71,28.53,57.23
1977.0,5.0,26.16,15.19,39.81
1977.0,6.0,56.36,39.35,72.8
1977.0,7.0,76.54,61.07,93.34
1977.0,8.0,120.53,103.61,135.89
1977.0,9.0,118.05,101.16,136.89
1977.0,10.0,70.44,53.62,88.65
1977.0,11.0,91.75,73.5,108.03
1977.0,12.0,89.92,71.59,108.22
1978.0,1.0,75.0,59.07,91.49
1978.0,2.0,25.41,14.14,38.0
1978.0,3.0,25.45,11.76,40.21
1978.0,4.0,63.92,48.25,79.9
1978.0,5.0,90.73,75.52,106.68
1978.0,6.0,61.44,44.37,79.45
1978.0,7.0,75.27,59.66,92.25
1978.0,8.0,80.13,64.06,96.4
1978.0,9.0,132.25,112.38,150.83
1978.0,10.0,75.91,57.8,94.18
1978.0,11.0,56.45,39.42,73.04
1978.0,12.0,65.33,49.1,81.99
1979.0,1.0,80.62,64.91,96.82
1979.0,2.0,48.45,33.58,62.65
1979.0,3.0,107.13,88.81,124.24
1979.0,4.0,98.6,80.89,113.86
1979.0,5.0,74.36,56.46,91.32
1979.0,6.0,84.31,67.12,102.81
1979.0,7.0,49.01,34.56,63.75
1979.0,8.0,100.89,83.56,118.14
1979.0,9.0,31.37,18.97,45.74
1979.0,10.0,92.99,74.06,111.1
1979.0,11.0,79.3,62.61,95.65
1979.0,12.0,45.76,30.49,61.44
1980.0,1.0,46.36,31.5,61.9
1980.0,2.0,25.53,14.91,38.11
1980.0,3.0,24.09,12.38,38.68
1980.0,4.0,87.83,72.43,105.0
1980.0,5.0,60.89,45.4,76.06
1980.0,6.0,94.64,76.75,111.3
1980.0,7.0,83.75,66.23,99.97
1980.0,8.0,92.15,75.78,108.67
1980.0,9.0,86.65,68.9,104.64
1980.0,10.0,78.41,60.83,95.52
1980.0,11.0,38.29,24.41,53.76
1980.0,12.0,60.18,44.25,76.23
1981.0,1.0,34.42,22.01,49.03
1981.0,2.0,75.63,60.09,91.19
1981.0,3.0,17.25,7.67,30.83
1981.0,4.0,84.52,67.48,101.7
1981.0,5.0,52.16,37.82,68.67
1981.0,6.0,90.32,73.52,107.97
1981.0,7.0,50.39,35.41,64.81
