Year,Month,Median,2.5 Percentile,97.5 Percentile
1967.0,3.0,96.3,88.9,104.4
1967.0,4.0,107.4,100.4,114.9
1967.0,5.0,89.2,81.9,96.7
1967.0,6.0,36.9,32.1,41.9
1967.0,7.0,24.6,21.0,28.8
1967.0,8.0,20.0,16.7,23.6
1967.0,9.0,36.9,32.7,41.4
1967.0,10.0,87.4,81.9,93.0
1967.0,11.0,90.6,84.5,97.1
1967.0,12.0,127.9,121.1,135.8
1968.0,1.0,85.1,77.2,93.6
1968.0,2.0,89.2,81.4,97.5
1968.0,3.0,87.0,79.9,95.4
1968.0,4.0,78.3,70.9,85.3
1968.0,5.0,86.4,79.3,93.7
1968.0,6.0,61.0,56.2,66.1
1968.0,7.0,34.3,30.7,38.4
1968.0,8.0,29.7,26.0,33.3
1968.0,9.0,26.6,22.4,31.2
1968.0,10.0,40.5,35.5,46.4
1968.0,11.0,92.4,86.4,99.1
1968.0,12.0,118.2,111.5,126.1
1969.0,1.0,128.5,120.7,136.2
1969.0,2.0,79.1,71.3,87.3
1969.0,3.0,59.0,51.3,67.3
1969.0,4.0,138.2,130.5,145.5
1969.0,5.0,114.2,106.8,121.4
1969.0,6.0,52.4,47.8,57.2
1969.0,7.0,58.9,55.0,63.3
1969.0,8.0,18.2,14.6,22.2
1969.0,9.0,41.0,36.9,45.9
1969.0,10.0,52.1,47.0,57.8
1969.0,11.0,90.8,84.7,97.3
1969.0,12.0,47.4,40.9,55.7
1970.0,1.0,48.7,41.0,56.8
1970.0,2.0,67.8,60.8,75.5
1970.0,3.0,93.4,85.6,101.4
1970.0,4.0,115.9,109.0,122.8
1970.0,5.0,68.2,60.6,75.6
1970.0,6.0,35.6,30.8,40.2
1970.0,7.0,30.4,26.7,34.8
1970.0,8.0,18.0,14.4,21.4
1970.0,9.0,35.1,30.9,39.8
1970.0,10.0,59.7,54.7,65.7
1970.0,11.0,76.2,69.9,82.4
1970.0,12.0,83.7,77.3,91.6
1971.0,1.0,54.2,46.3,62.6
1971.0,2.0,100.2,92.7,108.3
1971.0,3.0,83.5,75.7,91.4
1971.0,4.0,58.3,50.9,65.4
1971.0,5.0,60.7,53.6,68.1
1971.0,6.0,31.9,27.1,36.8
1971.0,7.0,23.5,19.8,27.4
1971.0,8.0,18.2,14.8,22.1
1971.0,9.0,32.2,27.9,36.8
1971.0,10.0,43.4,37.9,49.0
1971.0,11.0,39.2,33.4,45.7
1971.0,12.0,115.8,108.9,123.8
1972.0,1.0,90.3,82.3,98.9
1972.0,2.0,48.5,40.7,56.7
1972.0,3.0,125.8,118.2,133.8
1972.0,4.0,132.2,125.2,139.7
1972.0,5.0,72.5,65.7,79.7
1972.0,6.0,59.5,54.5,64.3
1972.0,7.0,30.0,26.0,34.2
1972.0,8.0,26.0,22.6,29.8
1972.0,9.0,67.0,62.9,71.4
1972.0,10.0,71.4,66.5,77.2
1972.0,11.0,118.3,112.3,124.8
1972.0,12.0,100.0,93.5,108.2
1973.0,1.0,89.4,81.3,97.7
1973.0,2.0,54.8,47.2,62.7
1973.0,3.0,152.1,144.4,160.0
1973.0,4.0,99.8,92.6,107.0
1973.0,5.0,75.3,68.4,82.2
1973.0,6.0,58.8,54.0,63.7
1973.0,7.0,30.7,27.2,35.1
1973.0,8.0,24.5,21.1,28.0
1973.0,9.0,17.6,13.8,22.2
1973.0,10.0,54.0,49.1,59.7
1973.0,11.0,101.8,95.6,108.2
1973.0,12.0,103.6,97.2,111.3
1974.0,1.0,139.9,132.3,147.9
1974.0,2.0,89.8,82.2,97.6
1974.0,3.0,147.6,140.2,155.8
1974.0,4.0,126.1,118.5,133.3
1974.0,5.0,101.2,94.0,108.6
1974.0,6.0,38.1,33.3,43.0
1974.0,7.0,21.4,18.1,25.6
1974.0,8.0,26.2,22.5,29.5
1974.0,9.0,28.7,24.4,33.5
1974.0,10.0,35.8,30.7,41.8
1974.0,11.0,103.5,97.3,109.8
1974.0,12.0,95.9,89.3,103.7
1975.0,1.0,132.1,124.5,140.5
1975.0,2.0,114.2,106.4,122.3
1975.0,3.0,108.3,100.6,116.6
1975.0,4.0,78.6,71.2,85.7
1975.0,5.0,58.4,51.2,65.6
1975.0,6.0,53.5,48.4,58.4
1975.0,7.0,23.4,19.7,27.6
1975.0,8.0,44.2,40.6,47.7
1975.0,9.0,48.6,44.4,52.9
1975.0,10.0,46.0,41.1,51.7
1975.0,11.0,43.1,37.0,49.2
1975.0,12.0,90.1,83.5,98.0
1976.0,1.0,56.5,48.7,64.9
1976.0,2.0,202.5,195.2,210.6
1976.0,3.0,165.7,158.1,173.8
1976.0,4.0,96.0,88.8,103.5
1976.0,5.0,74.2,67.2,81.5
1976.0,6.0,43.2,38.2,48.2
1976.0,7.0,35.7,32.2,39.7
1976.0,8.0,25.2,21.7,28.4
1976.0,9.0,44.0,40.1,48.8
1976.0,10.0,64.5,59.2,70.4
1976.0,11.0,39.9,33.9,46.0
1976.0,12.0,35.0,28.7,42.6
1977.0,1.0,27.2,19.5,35.1
1977.0,2.0,59.7,52.2,67.3
1977.0,3.0,163.7,155.9,172.0
1977.0,4.0,140.9,133.8,148.0
1977.0,5.0,58.7,51.6,66.0
1977.0,6.0,35.2,30.2,39.8
1977.0,7.0,39.1,35.5,43.3
1977.0,8.0,41.1,37.7,44.9
1977.0,9.0,84.9,80.9,89.6
1977.0,10.0,54.6,49.3,60.2
1977.0,11.0,66.2,60.2,72.4
1977.0,12.0,150.9,144.3,158.6
1978.0,1.0,67.4,59.4,75.3
1978.0,2.0,23.2,16.0,31.4
1978.0,3.0,147.8,140.2,155.6
1978.0,4.0,166.5,159.0,173.6
1978.0,5.0,70.9,63.4,78.0
1978.0,6.0,34.4,29.3,39.1
1978.0,7.0,25.4,21.8,29.5
1978.0,8.0,22.5,18.9,26.1
1978.0,9.0,29.8,25.3,34.4
1978.0,10.0,61.8,56.4,67.3
1978.0,11.0,53.7,47.6,60.2
1978.0,12.0,79.7,72.9,87.5
1979.0,1.0,79.7,71.9,87.8
1979.0,2.0,39.7,32.2,47.6
1979.0,3.0,154.0,145.8,162.3
1979.0,4.0,156.6,149.9,163.5
1979.0,5.0,80.7,73.6,87.9
1979.0,6.0,36.0,31.4,40.9
1979.0,7.0,40.4,36.3,45.0
1979.0,8.0,38.3,34.7,42.0
1979.0,9.0,50.3,46.3,54.7
1979.0,10.0,58.3,53.2,64.2
1979.0,11.0,91.4,85.2,97.6
1979.0,12.0,126.7,120.3,134.3
1980.0,1.0,79.6,71.6,87.7
1980.0,2.0,53.3,45.7,61.4
1980.0,3.0,130.3,122.6,138.4
1980.0,4.0,123.2,116.1,130.7
1980.0,5.0,63.9,56.7,71.1
1980.0,6.0,63.0,58.0,68.0
1980.0,7.0,33.8,30.3,38.1
1980.0,8.0,39.7,36.1,43.6
1980.0,9.0,33.0,29.0,37.5
1980.0,10.0,56.7,51.3,62.1
1980.0,11.0,41.9,35.9,48.6
1980.0,12.0,61.4,55.1,69.1
1981.0,1.0,41.1,33.2,49.0
1981.0,2.0,122.4,114.8,130.4
1981.0,3.0,56.0,48.4,63.9
1981.0,4.0,116.7,109.2,123.3
1981.0,5.0,81.3,74.2,88.6
1981.0,6.0,85.6,80.9,91.0
1981.0,7.0,31.1,27.5,35.1
1981.0,8.0,22.8,19.4,26.7
1981.0,9.0,76.2,72.0,80.7
1981.0,10.0,89.4,84.0,95.1
1981.0,11.0,60.7,54.6,66.8
1981.0,12.0,56.0,49.6,64.4
1982.0,1.0,65.6,57.9,74.0
1982.0,2.0,60.6,53.0,68.6
1982.0,3.0,213.4,205.6,221.4
1982.0,4.0,109.2,101.9,116.1
1982.0,5.0,59.3,52.2,66.2
1982.0,6.0,51.4,46.7,56.2
1982.0,7.0,31.2,27.8,35.6
1982.0,8.0,20.5,17.2,24.1
1982.0,9.0,31.9,27.7,36.2
1982.0,10.0,35.1,30.1,40.4
1982.0,11.0,155.3,148.9,161.2
1982.0,12.0,136.5,129.5,144.4
1983.0,1.0,77.2,69.3,85.3
1983.0,2.0,54.2,46.5,62.0
1983.0,3.0,75.1,67.0,83.2
1983.0,4.0,115.4,108.6,122.8
1983.0,5.0,120.4,113.4,127.4
1983.0,6.0,42.0,36.8,47.0
1983.0,7.0,35.8,32.2,39.9
1983.0,8.0,28.5,25.0,31.9
1983.0,9.0,35.7,31.2,40.2
1983.0,10.0,84.7,79.2,90.3
1983.0,11.0,129.6,123.3,135.8
1983.0,12.0,120.2,113.7,128.4
1984.0,1.0,50.0,42.3,58.4
1984.0,2.0,118.5,110.9,126.3
1984.0,3.0,124.7,117.1,132.6
1984.0,4.0,125.9,118.7,132.8
1984.0,5.0,106.7,99.6,113.8
1984.0,6.0,43.6,38.8,48.5
1984.0,7.0,26.0,22.4,30.1
1984.0,8.0,22.4,18.9,26.4
1984.0,9.0,34.1,30.0,38.6
1984.0,10.0,43.3,38.0,49.0
1984.0,11.0,80.3,74.1,86.6
1984.0,12.0,88.0,81.6,95.5
1985.0,1.0,78.0,70.0,86.4
1985.0,2.0,108.5,101.0,116.4
1985.0,3.0,152.7,145.4,160.7
1985.0,4.0,123.6,116.2,130.6
1985.0,5.0,52.4,45.3,59.7
1985.0,6.0,46.0,40.8,50.7
1985.0,7.0,25.1,21.6,29.3
1985.0,8.0,35.6,31.5,39.2
1985.0,9.0,25.0,21.1,29.9
1985.0,10.0,74.1,68.6,79.7
1985.0,11.0,208.5,202.2,214.8
1985.0,12.0,94.9,88.2,102.7
1986.0,1.0,89.2,81.3,97.2
1986.0,2.0,92.4,84.4,100.1
1986.0,3.0,113.7,106.2,121.9
1986.0,4.0,89.4,82.1,96.1
1986.0,5.0,65.8,58.6,72.9
1986.0,6.0,56.0,51.0,60.9
1986.0,7.0,40.8,37.2,45.5
1986.0,8.0,28.4,25.0,32.1
1986.0,9.0,55.7,51.7,60.5
1986.0,10.0,99.6,94.8,105.7
1986.0,11.0,58.4,52.1,64.7
1986.0,12.0,97.1,90.6,105.1
1987.0,1.0,55.1,47.4,63.3
1987.0,2.0,44.5,36.6,52.4
1987.0,3.0,67.5,60.0,75.4
1987.0,4.0,93.7,86.4,101.0
1987.0,5.0,42.8,35.8,50.3
1987.0,6.0,41.1,36.1,46.0
1987.0,7.0,34.5,31.0,38.7
1987.0,8.0,46.1,42.2,49.7
1987.0,9.0,32.0,28.1,36.6
1987.0,10.0,55.4,50.5,60.9
1987.0,11.0,60.0,53.6,66.2
1987.0,12.0,109.9,103.2,117.6
1988.0,1.0,48.61,31.36,67.86
1988.0,2.0,65.87,48.91,85.96
1988.0,3.0,81.08,63.13,98.96
1988.0,4.0,71.37,56.06,88.58
1988.0,5.0,35.82,24.27,48.14
1988.0,6.0,22.8,15.41,33.42
1988.0,7.0,21.59,14.54,31.48
1988.0,8.0,18.7,11.07,28.53
1988.0,9.0,21.1,10.8,34.43
1988.0,10.0,44.82,26.72,61.19
1988.0,11.0,86.57,68.62,105.83
1988.0,12.0,51.03,34.83,67.57
1989.0,1.0,69.17,51.25,89.0
1989.0,2.0,42.18,28.07,58.19
1989.0,3.0,62.73,47.53,78.52
1989.0,4.0,98.69,81.88,116.64
1989.0,5.0,84.53,69.02,101.51
1989.0,6.0,90.37,72.86,106.12
1989.0,7.0,27.62,18.19,40.09
1989.0,8.0,17.96,10.8,28.34
1989.0,9.0,26.84,14.84,41.62
1989.0,10.0,21.76,8.87,37.16
1989.0,11.0,62.1,43.05,80.36
1989.0,12.0,29.41,16.85,44.63
1990.0,1.0,91.43,72.96,109.96
1990.0,2.0,152.97,135.83,171.39
1990.0,3.0,104.91,87.13,123.95
1990.0,4.0,95.93,79.47,112.63
1990.0,5.0,97.63,80.45,115.17
1990.0,6.0,44.3,30.98,58.96
1990.0,7.0,35.66,24.28,48.7
1990.0,8.0,30.94,19.55,45.22
1990.0,9.0,45.66,29.08,63.65
1990.0,10.0,75.35,57.44,93.75
1990.0,11.0,57.39,39.24,75.05
1990.0,12.0,160.8,143.83,180.3
1991.0,1.0,124.32,104.35,142.16
1991.0,2.0,85.28,68.18,103.42
1991.0,3.0,102.85,85.03,120.54
1991.0,4.0,112.09,95.14,130.02
1991.0,5.0,51.74,38.62,66.81
1991.0,6.0,30.51,21.05,43.42
1991.0,7.0,22.74,15.35,33.07
1991.0,8.0,21.92,13.12,33.48
1991.0,9.0,18.91,9.22,32.16
1991.0,10.0,32.19,16.28,49.75
1991.0,11.0,46.29,31.0,64.41
1991.0,12.0,56.66,41.11,73.69
1992.0,1.0,40.79,24.54,57.59
1992.0,2.0,67.1,50.13,82.39
1992.0,3.0,90.52,73.35,108.63
1992.0,4.0,110.01,93.83,128.69
1992.0,5.0,55.13,40.81,69.44
1992.0,6.0,34.4,23.92,48.23
1992.0,7.0,54.04,39.21,71.2
1992.0,8.0,36.26,23.59,52.36
1992.0,9.0,82.29,64.81,100.68
1992.0,10.0,52.33,34.84,69.18
1992.0,11.0,151.56,133.58,169.1
1992.0,12.0,80.65,62.75,100.56
1993.0,1.0,186.49,166.72,204.04
1993.0,2.0,50.49,33.96,66.09
1993.0,3.0,148.44,129.49,165.98
1993.0,4.0,121.99,103.88,140.57
1993.0,5.0,46.04,32.62,60.26
1993.0,6.0,52.88,37.74,70.15
1993.0,7.0,25.78,17.09,37.36
1993.0,8.0,18.05,10.91,28.51
1993.0,9.0,25.67,13.98,39.67
1993.0,10.0,25.71,11.36,41.06
1993.0,11.0,76.01,58.07,94.65
1993.0,12.0,58.64,42.63,75.64
1994.0,1.0,29.78,14.81,45.63
1994.0,2.0,80.04,62.73,98.34
1994.0,3.0,97.55,80.65,115.16
1994.0,4.0,124.81,107.14,141.86
1994.0,5.0,47.48,33.81,62.47
1994.0,6.0,37.04,25.48,50.84
1994.0,7.0,26.78,16.93,38.55
1994.0,8.0,25.96,15.03,39.12
1994.0,9.0,20.44,10.08,33.03
1994.0,10.0,16.6,6.41,31.64
1994.0,11.0,41.32,26.9,57.8
1994.0,12.0,76.23,57.38,94.15
1995.0,1.0,98.63,79.67,118.01
1995.0,2.0,49.28,33.14,66.56
1995.0,3.0,82.17,64.48,100.18
1995.0,4.0,102.66,84.78,118.58
1995.0,5.0,60.62,45.36,76.42
1995.0,6.0,33.84,23.07,46.43
1995.0,7.0,25.42,17.02,36.36
1995.0,8.0,19.57,11.91,31.18
1995.0,9.0,16.57,8.61,28.02
1995.0,10.0,49.21,31.86,67.09
1995.0,11.0,90.28,71.55,107.24
1995.0,12.0,43.61,28.06,60.76
1996.0,1.0,89.97,71.05,108.74
1996.0,2.0,65.04,47.69,82.64
1996.0,3.0,92.59,74.73,109.55
1996.0,4.0,109.67,92.08,128.05
1996.0,5.0,132.06,115.71,152.2
1996.0,6.0,66.2,51.47,82.09
1996.0,7.0,27.39,18.28,39.45
1996.0,8.0,20.37,12.71,31.2
1996.0,9.0,48.38,30.8,64.37
1996.0,10.0,42.84,27.41,60.73
1996.0,11.0,84.25,66.27,102.02
1996.0,12.0,139.45,120.57,157.48
1997.0,1.0,66.82,48.2,86.38
1997.0,2.0,139.26,120.42,156.96
1997.0,3.0,167.83,149.1,187.48
