dayofyear	superior_sst	michigan-huron_sst	erie_sst	ontario_sst
290	282.26295454545453	285.80238636363634	288.6688636363636	286.86704545454546
291	282.1106818181818	285.64874999999995	288.45613636363635	286.63545454545454
292	281.9843181818182	285.48795454545456	288.2584090909091	286.41522727272724
293	281.9120454545454	285.3126136363636	288.0865909090909	286.26113636363635
294	281.81477272727267	285.1254545454545	287.8736363636363	286.0847727272727
295	281.7084090909091	284.9721590909091	287.70022727272726	285.9270454545454
296	281.61431818181813	284.8326136363636	287.53113636363634	285.80318181818177
297	281.5247727272727	284.6838636363636	287.35999999999996	285.71613636363634
298	281.3872727272727	284.55829545454543	287.1763636363636	285.6163636363636
299	281.3218181818181	284.3981818181818	286.9822727272727	285.46090909090907
300	281.2031818181818	284.23931818181813	286.83113636363635	285.27363636363634
301	281.08772727272725	284.0790909090909	286.69613636363636	285.04659090909087
302	280.96340909090907	283.95363636363635	286.5320454545454	284.9015909090909
303	280.86477272727274	283.83113636363635	286.33613636363634	284.68590909090904
304	280.7486363636363	283.6510227272727	286.1963636363636	284.51772727272726
305	280.63931818181817	283.50715909090906	286.0072727272727	284.3234090909091
306	280.5354545454545	283.38624999999996	285.8159090909091	284.19159090909085
307	280.44272727272727	283.2034090909091	285.645	284.0497727272727
308	280.3740909090909	283.0592045454545	285.4327272727273	283.8479545454545
309	280.25136363636364	282.9196590909091	285.2281818181818	283.68704545454545
310	280.1459090909091	282.76204545454544	285.08772727272725	283.525
311	280.06090909090904	282.6209090909091	284.9490909090909	283.3756818181818
312	279.9734090909091	282.53749999999997	284.8331818181818	283.2595454545454
313	279.8381818181818	282.3876136363636	284.6556818181818	283.1615909090909
314	279.7281818181818	282.21602272727273	284.41181818181815	282.9861363636364
315	279.6581818181818	282.0634090909091	284.2106818181818	282.81522727272727
316	279.53999999999996	281.8645454545454	283.9940909090909	282.6479545454545
317	279.43113636363637	281.7026136363636	283.7820454545454	282.47363636363633
318	279.31068181818176	281.57931818181817	283.6127272727272	282.2956818181818
319	279.24386363636364	281.47613636363633	283.4456818181818	282.17840909090904
320	279.2147727272727	281.35488636363635	283.20113636363635	281.96590909090907
321	279.1079545454545	281.23238636363635	282.9606818181818	281.8247727272727
