model	year_month	superior_evaporation	superior_precipitation	superior_runoff	erie_evaporation	erie_precipitation	erie_runoff	ontario_evaporation	ontario_precipitation	ontario_runoff	michigan-huron_evaporation	michigan-huron_precipitation	michigan-huron_runoff	superior_cnbs	erie_cnbs	ontario_cnbs	michigan-huron_cnbs	superior_evaporation_obs	superior_precipitation_obs	superior_runoff_obs	erie_evaporation_obs	erie_precipitation_obs	erie_runoff_obs	ontario_evaporation_obs	ontario_precipitation_obs	ontario_runoff_obs	michigan-huron_evaporation_obs	michigan-huron_precipitation_obs	michigan-huron_runoff_obs	superior_cnbs_obs	michigan-huron_cnbs_obs	erie_cnbs_obs	ontario_cnbs_obs
NN	2016-08	10.421839714050293	71.93464660644531	38.55256271362305	95.54682159423828	66.63784790039062	32.0006103515625	48.81722640991211	49.99858856201172	50.202816009521484	26.14044952392578	73.5567855834961	44.15062713623047	99.64643859863281	1.9431991577148438	51.78887176513672	92.68397903442383	20.359	94.89	35.7	118.199069	87.93	21.97	67.92132	93.8	39.2	51.61281	94.62	36.3	2860.0	1620.0	-270.0	200.0
NN	2016-09	29.602998733520508	67.33634948730469	47.9060173034668	100.72952270507812	63.8568000793457	42.6926383972168	50.9675407409668	55.407554626464844	91.56002044677734	45.95957565307617	69.5101318359375	60.181453704833984	82.98045349121094	4.913547515869141	93.24278259277344	83.5688705444336	57.975	113.03	37.5	158.854822	102.57	26.57	93.79012	57.2	38.3	82.674126	80.7	35.2	2610.0	-190.0	-280.0	-370.0
NN	2016-10	45.715885162353516	47.887765884399414	56.6989860534668	87.01565170288086	57.17417335510254	60.74494171142578	50.28264617919922	49.05760955810547	136.48452758789062	58.654598236083984	51.185569763183594	72.7981185913086	58.85230255126953	29.588417053222656	133.56102752685547	63.487369537353516	76.327	54.45	41.6	179.193211	80.77	36.12	92.04949	91.3	90.9	83.890014	63.87	45.3	-200.0	-400.0	-700.0	30.0
NN	2016-11	53.125877380371094	34.44640350341797	50.999977111816406	50.102840423583984	51.873504638671875	82.59425354003906	48.6594181060791	40.91812515258789	164.92457580566406	54.47071075439453	38.46337890625	71.92936325073242	32.658148765563965	87.22832202911377	156.73565292358398	53.32135200500488	74.056	65.25	36.9	148.789812	45.67	31.87	78.15703	55.0	107.5	85.874348	45.99	42.4	1100.0	-370.0	-810.0	310.0
NN	2016-12	53.682769775390625	25.761943817138672	40.854549407958984	14.31075668334961	43.23748016357422	87.43032836914062	44.29088592529297	31.650836944580078	161.802490234375	40.38517761230469	28.020450592041016	63.07960319519043	11.751016616821289	118.67288970947266	150.12125396728516	48.56351280212402	148.44	76.46	45.5	117.417844	86.02	72.69	120.13972	84.6	136.0	146.822515	73.71	56.4	-240.0	-200.0	520.0	640.0
NN	2017-01	50.23991775512695	19.72430992126465	36.876548767089844	-8.655141830444336	33.298377990722656	83.36022186279297	38.50154495239258	22.435956954956055	154.19993591308594	31.744203567504883	21.771602630615234	58.071510314941406	5.775693893432617	127.37013244628906	138.58073616027832	47.23241996765137	98.75	61.29	35.6	35.410739	98.6	154.68	78.65445	83.3	183.1	77.977691	74.02	69.8	190.0	3360.0	2500.0	1820.0
NN	2017-02	45.80955696105957	14.750298500061035	40.41861915588379	-14.625802993774414	31.07517433166504	83.51241683959961	33.36161231994629	19.79380226135254	159.14151763916016	28.86968421936035	17.56779670715332	60.917863845825195	8.412951946258545	129.27608966827393	146.74323177337646	48.92461919784546	65.069	65.9	39.4	31.324345	57.29	96.58	60.92332	67.6	154.5	31.714732	57.16	61.4	1480.0	5160.0	1350.0	1530.0
NN	2017-03	43.52741050720215	21.702781677246094	46.74513816833496	1.6262950897216797	44.731964111328125	96.16997528076172	33.03926467895508	31.49922752380371	180.48584747314453	28.57515811920166	25.754194259643555	70.40311813354492	25.160815238952637	139.82713317871094	178.70930862426758	65.88031482696533	57.323	41.56	51.0	27.039122	92.77	107.22	59.98108	75.9	215.8	43.585974	77.91	89.9	660.0	5370.0	1790.0	1870.0
NN	2017-04	33.073904037475586	32.98540687561035	63.0020809173584	35.512367248535156	55.94740867614746	94.30982208251953	34.42800712585449	39.110958099365234	181.26009368896484	31.8229923248291	40.52659034729004	86.77824783325195	63.853736877441406	114.27394580841064	184.20765209197998	96.55550193786621	-2.2679	104.09	86.4	1.013598	103.27	140.46	7.38812	124.0	328.8	-0.889127	105.65	142.4	6130.0	11910.0	2520.0	3790.0
NN	2017-05	27.27317237854004	45.50730895996094	60.09535217285156	71.5794792175293	61.097970962524414	70.70171737670898	39.66690254211426	45.542518615722656	127.61387252807617	32.67868614196777	56.74322319030762	77.53413391113281	77.92380619049072	59.33601188659668	133.88231086730957	103.57289123535156	1.4058	92.6	98.5	20.732162	138.48	149.51	18.02865	161.0	333.7	3.010501	82.55	113.5	5560.0	8810.0	3110.0	3600.0
NN	2017-06	20.136587142944336	64.75460052490234	42.93828582763672	87.53370666503906	66.20747375488281	48.146484375	43.35585403442383	47.837867736816406	70.77296447753906	25.978769302368164	71.76915740966797	55.444984436035156	86.97200393676758	24.978126525878906	75.16949844360352	103.7684268951416	-5.8246	112.38	63.7	44.979556	87.25	48.31	34.31124	125.2	159.1	2.168447	132.04	72.0	5430.0	8950.0	900.0	2280.0
NN	2017-07	10.257771492004395	69.09331130981445	36.47922325134277	91.53897476196289	68.28445053100586	35.40860366821289	45.345916748046875	47.01970672607422	42.10731506347656	21.38850688934326	71.53895950317383	44.4017219543457	96.069260597229	11.515033721923828	43.871543884277344	95.92104911804199	-4.8441	71.15	48.1	70.760995	66.52	62.93	54.28893	95.2	108.7	14.606458	93.33	53.6	3320.0	4220.0	1000.0	1660.0
NN	2017-08	11.303400993347168	71.92728424072266	38.74345016479492	95.19093322753906	67.35503387451172	34.246421813964844	48.51374053955078	49.126075744628906	50.73349380493164	25.810976028442383	73.7005844116211	45.423851013183594	99.30170917510986	4.4380645751953125	51.8715877532959	94.38735961914062	14.691	134.07	40.0	122.792333	75.59	26.59	83.58841	73.8	56.8	50.143698	83.94	37.8	4390.0	1190.0	460.0	360.0
NN	2017-09	27.762521743774414	66.71685409545898	48.806915283203125	100.53528594970703	64.626708984375	43.860557556152344	49.5365104675293	54.76918029785156	93.33560943603516	44.4835319519043	69.0802116394043	61.712623596191406	86.05281257629395	6.297519683837891	96.18338775634766	87.3903579711914	36.675	101.28	45.3	126.28999	44.51	17.27	61.62241	47.6	45.2	50.288387	48.79	34.1	3310.0	-150.0	-870.0	80.0
NN	2017-10	45.0710563659668	46.96702194213867	56.81105041503906	84.4552993774414	58.05927658081055	66.79409790039062	49.23971939086914	48.89779281616211	138.9110565185547	56.685733795166016	53.1468505859375	74.57173919677734	59.05542755126953	38.2901611328125	137.3870849609375	72.35504531860352	75.049	133.71	64.5	175.966324	88.7	27.95	82.58012	146.4	76.5	83.014	123.13	61.0	3260.0	3020.0	-570.0	900.0
NN	2017-11	51.377655029296875	33.17827224731445	50.81294631958008	44.157066345214844	53.4873046875	87.28117370605469	46.169677734375	41.279579162597656	167.48300170898438	51.000404357910156	37.27912902832031	72.84825134277344	33.36137771606445	95.16666221618652	161.12713241577148	56.72256088256836	120.02	60.81	58.7	146.037724	129.67	129.1	100.02305	83.6	247.8	120.589585	64.57	81.6	-210.0	420.0	1310.0	1680.0
NN	2017-12	50.405731201171875	23.52574920654297	40.92869758605957	9.095609664916992	42.787689208984375	88.38834381103516	40.01091766357422	31.041114807128906	163.59243774414062	37.81463432312012	25.690641403198242	63.291128158569336	13.149417877197266	124.13813211023808	155.4358367919922	50.27993392944336	135.42	95.8	54.8	120.224598	68.41	48.66	128.25552	78.4	124.0	137.97722	64.53	68.0	1520.0	300.0	-20.0	550.0
NN	2018-01	47.07100296020508	17.621618270874023	36.08656692504883	-11.778707504272461	34.739990234375	87.76579284667969	34.54610824584961	23.56231117248535	159.0330810546875	28.46668243408203	20.85092544555664	58.20262908935547	6.028493881225586	135.4588623046875	148.85925197601318	49.812503814697266	110.1	51.25	35.0	30.446997	54.05	76.94	95.20324	69.6	193.6	73.511699	60.85	61.8	-500.0	2900.0	1050.0	1800.0
NN	2018-02	43.21888732910156	13.32892894744873	39.41897392272949	-18.393171310424805	32.69630241394043	88.5866813659668	29.6626558303833	21.461793899536133	164.26983642578125	25.976903915405273	16.825136184692383	61.5458869934082	8.776438236236572	140.90071296691895	156.10656881332397	52.3453254699707	55.499	41.41	27.3	4.783283	90.68	148.6	27.4397	70.7	196.7	29.075397	66.18	67.1	640.0	5290.0	3080.0	2230.0
NN	2018-03	42.02097702026367	19.475332260131836	46.65668487548828	-1.8945293426513672	43.771453857421875	97.998291015625	30.41550064086914	29.83478355407715	182.19105529785156	26.247217178344727	24.329792022705078	70.5180892944336	24.680006980895996	144.43302726745605	181.4793472290039	68.17115592956543	46.349	15.82	26.7	30.583137	78.8	123.42	48.36012	49.4	174.8	41.940068	29.06	65.2	-70.0	2090.0	1380.0	1470.0
NN	2018-04	32.52501678466797	30.52651023864746	61.76479721069336	28.590675354003906	56.177825927734375	101.02780532836914	31.585874557495117	40.08961296081543	189.75863647460938	29.494807243347168	38.14215660095215	87.39078140258789	61.065443992614746	129.2853078842163	198.2997236251831	97.42612266540527	38.781	33.85	44.3	15.01374	96.69	145.75	34.39852	110.8	275.4	21.576505	98.28	91.6	930.0	8350.0	2330.0	3130.0
NN	2018-05	27.256173133850098	45.47070503234863	61.42026901245117	70.9250259399414	63.390846252441406	76.18795776367188	38.564674377441406	45.518104553222656	131.32029724121094	30.78359603881836	60.114505767822266	81.23727416992188	78.87980937957764	67.47099685668945	136.1741542816162	110.36744403839111	-1.0883	64.04	83.1	2.498928	104.76	87.39	4.39777	55.2	163.4	-5.889252	97.8	98.4	4590.0	9460.0	2290.0	1580.0
NN	2018-06	20.059307098388672	64.13560104370117	42.91201210021973	87.90090560913086	67.00587844848633	48.52425956726074	42.881784439086914	46.824968338012695	70.21250534057617	25.291370391845703	71.19873046875	55.95279312133789	86.85853290557861	25.105791091918945	73.15044975280762	103.12981605529785	-3.9614	82.25	66.8	37.322665	90.24	41.01	25.39873	61.5	73.9	2.429323	70.3	54.6	4090.0	5560.0	950.0	920.0
NN	2018-07	10.104371070861816	69.9260368347168	36.857852935791016	91.32658004760742	67.42688751220703	35.79663848876953	44.851802825927734	44.07927894592285	43.780696868896484	21.5773344039917	70.69746398925781	45.46017646789551	96.9750485420227	10.241863250732422	43.17414474487305	95.41884422302246	-6.843	90.47	44.9	94.986965	56.46	24.15	58.40149	56.7	45.4	22.519506	55.9	37.7	4170.0	1320.0	60.0	340.0
NN	2018-08	11.319685935974121	70.94087219238281	38.56864547729492	94.83333587646484	66.71666717529297	34.017578125	47.9300651550293	47.898475646972656	51.02737808227539	25.590805053710938	73.72935485839844	45.37812805175781	98.4497766494751	4.03167724609375	50.10126876831055	95.0819034576416	14.81	92.72	35.1	110.029241	94.64	25.3	65.19599	94.6	44.9	45.167319	126.94	34.2	2660.0	3270.0	-150.0	390.0
NN	2018-09	26.982494354248047	67.21956634521484	49.04976844787598	99.86923217773438	63.81611251831055	42.94577407836914	48.605133056640625	54.94793128967285	93.07783126831055	43.38719940185547	70.67617797851562	61.882484436035156	85.96886253356934	4.364847183227539	97.46991920471191	90.88223075866699	58.06	136.35	41.7	135.759071	83.58	34.53	85.96751	63.4	47.3	71.307435	72.36	39.7	3810.0	-80.0	-610.0	-70.0
NN	2018-10	43.07009506225586	46.720367431640625	57.68918991088867	82.79907989501953	55.286041259765625	64.19560623168945	48.22591209411621	46.664424896240234	140.1326675415039	55.3134822845459	51.948137283325195	75.31058120727539	61.112701416015625	36.500518798828125	136.54684829711914	72.18107604980469	75.439	159.42	90.2	195.758276	99.44	41.47	107.89829	78.8	78.0	92.733292	119.18	73.3	5050.0	3650.0	-1040.0	220.0
NN	2018-11	47.843915939331055	30.885153770446777	51.63768768310547	42.940067291259766	52.53098487854004	87.13202285766602	43.03132247924805	42.40141677856445	171.5265121459961	48.733299255371094	35.652151107788086	73.64765930175781	34.73769283294678	98.13547801971436	170.95139694213867	58.66957473754883	111.14	80.39	55.5	139.600185	117.15	112.99	95.66437	131.6	178.5	100.705132	85.8	73.2	900.0	1510.0	770.0	1500.0
NN	2018-12	49.0251579284668	22.175344467163086	42.13371658325195	8.062921524047852	41.59202575683594	87.52526092529297	37.72700500488281	30.83160972595215	166.4047088623047	37.03487777709961	23.357067108154297	65.2233657836914	15.69696044921875	121.56562232971191	158.3732967376709	50.042808532714844	98.622	42.88	39.7	55.4547	55.18	90.48	74.29696	70.6	204.6	70.886576	61.63	69.2	-90.0	3050.0	550.0	1970.0
NN	2019-01	46.44924545288086	15.525996208190918	38.5369987487793	-12.706075668334961	30.930967330932617	80.66937255859375	34.217769622802734	22.1472225189209	157.36936950683594	29.107009887695312	16.264453887939453	58.75339126586914	7.797407150268555	125.93131256103516	144.9399700164795	45.40339660644531	114.28	68.18	33.0	62.134128	85.17	83.57	117.21354	77.5	156.7	95.401252	75.36	54.7	90.0	2130.0	960.0	940.0
NN	2019-02	42.27704620361328	11.168862342834473	42.34370040893555	-17.675737380981445	28.386877059936523	80.66519546508789	30.449726104736328	18.33127784729004	160.23728942871094	27.46346378326416	13.38579273223877	63.0606575012207	11.361674308776855	126.5342264175415	149.6615891456604	48.449501514434814	42.741	89.68	25.4	15.3559	58.97	129.93	47.07382	74.5	174.2	33.832199	81.7	52.8	2410.0	4790.0	1750.0	2010.0
NN	2019-03	40.98086738586426	17.788475036621094	50.510942459106445	0.15250584483146667	40.78079605102539	90.32071685791016	30.36044216156006	28.692951202392578	180.26136779785156	29.337310791015625	20.109315872192383	72.82191848754883	27.38599443435669	132.28476524353027	177.81281566619873	63.03086757659912	33.978	47.28	39.2	14.475406	69.68	99.39	37.71973	64.2	175.6	21.274255	59.48	78.0	1850.0	5330.0	1070.0	1860.0
NN	2019-04	30.426756858825684	31.300634384155273	63.87075233459473	34.243093490600586	56.137895584106445	93.32733917236328	31.883018493652344	40.05716896057129	183.00704193115234	31.39820957183838	38.8065185546875	87.84102630615234	65.39066696166992	114.28149700164795	190.9407253265381	95.44750785827637	9.716	105.01	103.1	-0.887168	106.44	149.7	12.39027	87.5	287.0	-4.23309	119.14	137.8	6240.0	13510.0	2830.0	3080.0
NN	2019-05	25.705120086669922	44.6435604095459	59.52379608154297	72.16304016113281	60.670589447021484	68.52117156982422	38.124725341796875	44.11163330078125	125.04740905761719	31.412324905395508	57.49732208251953	76.66010665893555	78.6362419128418	57.43658447265625	130.33615112304688	106.1775894165039	2.331	86.08	121.1	10.727082	93.98	125.95	3.62139	119.1	274.2	-8.259425	132.89	144.4	6100.0	12450.0	2040.0	2990.0
NN	2019-06	18.704025268554688	61.77720260620117	43.14612579345703	85.91910552978516	64.406494140625	46.74243927001953	42.488189697265625	45.052860260009766	69.59796905517578	25.011219024658203	68.82206726074219	55.04362106323242	86.68239212036133	23.557823181152344	72.53102493286133	101.45601844787598	-2.9988	63.49	65.1	32.824457	129.17	93.0	15.3101	94.2	159.7	-0.929253	110.29	86.7	3410.0	8870.0	2250.0	2030.0
NN	2019-07	10.495280265808105	69.99951934814453	37.434532165527344	90.16153717041016	67.96855926513672	36.664154052734375	44.328880310058594	45.33213806152344	44.55793380737305	20.955156326293945	72.41851043701172	45.86075973510742	97.20362186431885	11.659740447998047	44.12127685546875	98.89925765991211	-3.182	76.61	44.6	80.549374	88.17	30.71	39.01155	64.7	69.6	15.503987	82.22	53.3	3750.0	4110.0	250.0	970.0
NN	2019-08	11.96677303314209	71.20188903808594	39.46476364135742	94.18917083740234	66.45451354980469	33.95090103149414	47.264347076416016	48.31072998046875	52.5529899597168	24.939023971557617	74.95941925048828	46.38728713989258	98.88319873809814	4.656166076660156	52.88725662231445	97.90521812438965	29.084	81.95	34.3	140.583859	78.36	20.32	90.47342	74.8	42.4	57.988491	58.74	36.5	1800.0	-320.0	-630.0	40.0
NN	2019-09	26.122817993164062	68.00975036621094	50.3758544921875	99.58521270751953	65.87642669677734	46.82568359375	47.01962661743164	56.16297149658203	96.02137756347656	41.217220306396484	76.14872741699219	64.78882598876953	90.10872459411621	12.379779815673828	102.57532119750977	101.9571533203125	40.726	118.17	41.9	123.967698	63.27	24.55	65.75979	71.2	51.1	44.459599	142.09	44.5	4260.0	5730.0	-490.0	300.0
NN	2019-10	41.722572326660156	45.959529876708984	57.95066833496094	82.38253784179688	59.19139862060547	72.3197250366211	46.624839782714844	49.600242614746094	145.83457946777344	53.581275939941406	53.77933883666992	76.83113098144531	63.2274284362793	48.39950942993164	149.5921173095703	80.0655746459961	84.939	100.53	72.1	177.093496	85.36	31.47	73.72313	110.4	99.6	86.715411	129.23	82.9	2100.0	3460.0	-850.0	910.0
NN	2019-11	48.1593017578125	30.780765533447266	51.201560974121094	41.27113342285156	52.34893798828125	86.54627990722656	43.605003356933594	40.61122131347656	171.9373779296875	48.79296875	35.40046691894531	74.56985473632812	35.49551773071289	100.24203109741211	168.46269989013672	61.09901809692383	124.35	78.26	47.3	154.439479	70.58	71.83	116.13732	72.1	190.6	106.047894	92.33	90.6	250.0	3410.0	120.0	1110.0
NN	2019-12	49.01356506347656	21.909210205078125	42.52338981628418	7.266424179077148	42.39150428771973	89.70353698730469	37.80088424682617	31.011028289794922	167.06930541992188	36.89701843261719	23.326452255249023	65.17853164672852	15.594667911529541	126.1021728515625	161.35438632965088	51.63930320739746	111.69	97.52	41.0	75.242962	62.42	57.18	90.58569	88.9	166.0	79.862832	84.01	82.0	1100.0	4700.0	-260.0	1590.0
NN	2020-01	46.94913101196289	16.100017547607422	37.54351043701172	-13.111078262329102	33.33944511413574	85.8737907409668	33.950538635253906	23.48818588256836	159.59380340576172	29.568175315856934	18.209993362426758	58.74555587768555	6.906187534332275	132.23113632202148	148.9800043106079	47.08252000808716	94.012	64.71	33.9	31.083493	82.53	155.56	72.65138	85.5	230.0	60.935268	74.99	88.8	390.0	5670.0	2270.0	2390.0
NN	2020-02	44.13895034790039	12.582839012145996	40.4166259765625	-17.070791244506836	30.906938552856445	84.04668426513672	31.104055404663086	20.441259384155273	162.2178497314453	27.018911361694336	15.183053016662598	61.2322998046875	8.384173393249512	131.56321144104004	151.57109260559082	49.19471549987793	84.736	29.25	26.6	38.529262	44.76	76.62	53.30845	54.5	143.6	52.776036	36.09	56.8	-980.0	2030.0	390.0	1250.0
NN	2020-03	41.72382354736328	19.31446647644043	48.772396087646484	0.0034274747595191	43.7401123046875	97.59835815429688	29.688053131103516	31.392892837524414	183.59596252441406	26.855697631835938	23.730953216552734	71.21753692626953	25.788496017456055	143.44277381896973	185.74582481384277	67.4123477935791	42.166	78.7	38.2	9.44791	103.83	140.88	23.77923	72.7	239.2	21.770177	84.59	83.2	2880.0	7460.0	2020.0	2640.0
