model	year_month	superior_evaporation	superior_precipitation	superior_runoff	erie_evaporation	erie_precipitation	erie_runoff	ontario_evaporation	ontario_precipitation	ontario_runoff	michigan-huron_evaporation	michigan-huron_precipitation	michigan-huron_runoff	superior_cnbs	erie_cnbs	ontario_cnbs	michigan-huron_cnbs	superior_evaporation_obs	superior_precipitation_obs	superior_runoff_obs	erie_evaporation_obs	erie_precipitation_obs	erie_runoff_obs	ontario_evaporation_obs	ontario_precipitation_obs	ontario_runoff_obs	michigan-huron_evaporation_obs	michigan-huron_precipitation_obs	michigan-huron_runoff_obs	superior_cnbs_obs	michigan-huron_cnbs_obs	erie_cnbs_obs	ontario_cnbs_obs
LR	2022-02	67.22422181217857	18.828691150270146	44.232199134749486	-4.799659567481882	14.048895078939566	95.6582009854911	60.01174639247696	30.34767680025933	194.59829149421645	50.396870788712995	12.326585300152495	76.67615132694277	-4.3955496485087195	116.42136355840432	163.63607004055535	37.4170938039421	69.01	50.62	23.5	18.754749	65.84	132.2	64.31152	67.0	172.4	51.354096	50.88	35.8	750.0	1790.0	2150.0	1790.0
LR	2022-03	60.74233729689814	23.96405833059457	44.349302205855786	16.830743843177686	25.865992895645455	106.23476152584752	56.98084034324889	40.386395165600895	197.2131519255031	46.62191267081188	24.216326411865502	77.63868584013058	6.639945824530322	112.69118731470485	180.4440799319552	54.94003661901769	43.253	65.2	29.5	17.782746	59.61	123.95	36.21327	57.7	260.9	31.241609	101.13	74.8	1790.0	6950.0	1210.0	2650.0
LR	2022-04	45.76383009830913	33.848953510541264	54.85439887754143	53.958662048319866	34.343891546414966	99.07846923311436	48.81660112443549	39.31432861984172	194.8040438083607	40.786529141781315	34.32323523261255	86.10042278674622	41.638728517202814	78.96543650531261	185.8068000740969	78.24778462545663	14.702	114.38	93.0	8.366195	62.26	86.43	15.0353	63.8	245.2	5.92007	83.05	133.3	6200.0	10910.0	1390.0	2070.0
LR	2022-05	35.810956433992416	41.864786195671485	65.43444697347552	104.83057447965416	40.97689593908862	74.50628586502337	47.37745312947722	35.43544315544291	161.01315898593043	39.182963729855146	43.62705086811296	85.32815124828818	70.4872602963887	10.328827674202685	150.3460330494769	89.63997781384396	-6.1688	117.95	141.6	12.949346	80.49	70.03	9.90078	56.1	141.5	-0.561217	77.58	93.5	8420.0	6840.0	1290.0	1380.0
LR	2022-06	30.8076663626409	50.34455273119866	65.67856458828713	131.57659738419545	40.56806852141287	47.23755066337789	50.646581939692325	30.443641150967306	121.31124783328707	39.24795172723541	50.63436855847385	75.79587456206697	86.00772687191355	-45.67963492675055	102.26618761719945	88.55953317419589	-4.2908	75.11	71.0	50.33055	71.21	35.77	42.87678	73.9	94.5	6.661217	78.8	56.1	4000.0	5070.0	300.0	1070.0
LR	2022-07	30.652177789109587	48.1717056841881	62.76800461319169	134.96638454603195	42.71729131802647	30.669598433154587	53.72457512155037	32.05600452594092	101.22538234823585	39.94104326641169	50.646217074549476	69.17615478986386	80.43455265623926	-63.072100496369856	80.02585812780633	80.59904573216556	-5.7399	73.2	47.1	82.090832	73.17	24.51	61.12401	74.9	46.0	21.833822	70.73	39.8	3490.0	3080.0	-30.0	510.0
LR	2022-08	32.06006263450904	50.79206830456154	60.75177187811025	134.21468756428612	44.0019251065919	27.616139378910002	51.534354805492995	32.14392438823957	95.20974594669579	37.53988692064515	49.83758372247419	67.11890152940471	79.47815253764422	-63.92193178999829	76.42664948645185	79.63342414921948	5.2679	73.93	36.0	112.690526	101.69	20.42	69.51213	84.0	40.7	41.785871	84.3	33.5	2440.0	1760.0	170.0	130.0
LR	2022-09	40.61516175180866	56.66545901875635	59.028231183966795	128.25988109552657	44.56556257919828	49.01893955774035	52.48744948527398	36.02555091495128	119.33549656689041	41.65631022541055	49.14285731645609	71.64637234904193	73.92914387244372	-34.74144210324987	102.23466604767083	78.89422899508567	50.655	104.23	36.5	161.345409	88.97	25.36	88.00989	65.4	53.8	76.020764	71.23	32.2	2530.0	-1010.0	-650.0	-240.0
LR	2022-10	54.704785797425714	45.24814864750464	55.06556947151367	104.01037324883109	39.974254492808456	68.59731816381353	57.57035696636222	42.28651253315229	156.7976780494671	51.29480773899959	40.63183800298039	75.83681613945842	45.21412629880936	3.635003505164697	140.63063564439875	64.61798609667338	81.158	63.07	41.3	177.551294	50.74	17.61	84.62646	32.1	45.6	87.836585	72.61	37.1	400.0	-110.0	-1070.0	-270.0
LR	2022-11	67.76571463237437	31.54918795216497	52.941419075076126	73.77836228075367	35.137644427066064	87.74332351573412	60.96433468230772	43.46893985539644	189.61220327239772	59.62125036380427	32.67642610981167	82.16129891234529	17.07826943305046	48.799119696914175	172.4588918033655	55.78699306914972	95.479	135.73	53.3	137.862865	81.8	36.78	86.58233	86.5	94.1	102.165371	61.27	46.2	4130.0	-250.0	-350.0	600.0
LR	2022-12	76.86239426650637	25.106429225460662	52.85849000023629	37.34065871833505	27.942959384574618	100.85816985741158	65.18252237765174	41.05628549463444	210.08927375451333	64.94058915741809	23.939487891742456	87.49893069957207	0.7705130946693046	91.02585644762283	185.79897879696722	46.47601336980972	124.97	79.78	38.0	95.00514	84.19	46.73	114.36519	117.0	160.0	116.352479	69.98	49.8	-460.0	650.0	560.0	1280.0
NN	2012-01	41.924625396728516	24.59795379638672	37.517385482788086	-6.026399612426758	36.459909439086914	97.04515838623047	31.047179222106934	24.875783920288086	181.00350189208984	25.703574180603027	22.921878814697266	64.92429733276367	22.090078830718994	137.95414638519287	177.59687900543213	60.39215278625488	122.22	55.21	28.0	46.940187	84.22	137.58	90.93479	91.6	181.6	81.91747	58.01	59.2	-670.0	1780.0	1940.0	1430.0
NN	2012-02	38.20787239074707	15.669442176818848	42.48826026916504	-12.866971969604492	40.48417663574219	97.61563110351562	26.54283905029297	25.918283462524414	180.62176513671875	24.995572090148926	19.84657096862793	68.0779037475586	20.809741497039795	151.236234664917	181.39191913604736	61.52333736419678	57.98	28.39	22.8	29.852452	33.82	85.34	61.62168	39.6	155.0	46.982035	24.84	49.6	-480.0	1250.0	1020.0	1250.0
NN	2012-03	34.93455123901367	31.214670181274414	53.01937484741211	11.855165481567383	53.16825866699219	104.9000015258789	28.79888343811035	33.70248031616211	193.33328247070312	26.281164169311523	36.80873489379883	82.15919494628906	46.90639877319336	146.50632286071777	195.45925521850586	92.40455055236816	21.551	59.42	57.9	23.876201	71.18	118.54	43.25911	47.6	166.3	22.230859	67.08	87.4	3260.0	7140.0	1470.0	1490.0
NN	2012-04	31.686838150024414	34.69226837158203	64.63207244873047	39.63553237915039	57.876609802246094	95.03567504882812	33.730899810791016	38.970577239990234	178.1630859375	32.12253189086914	40.846923828125	88.99101257324219	69.28115844726562	112.79806900024414	182.9666633605957	99.58206939697266	22.885	45.24	62.1	36.17657	28.98	51.55	52.08509	46.4	128.2	38.110865	37.56	72.7	2360.0	2930.0	320.0	940.0
NN	2012-05	26.205280303955078	49.109649658203125	57.539188385009766	74.6795883178711	60.231201171875	66.6110610961914	40.3580207824707	44.41154479980469	118.38099670410156	31.56982421875	58.36011505126953	74.58617401123047	79.81036376953125	50.49333572387695	119.4710922241211	100.51559066772461	2.6113	84.59	74.1	28.639145	57.08	50.18	18.44232	52.9	137.4	15.983586	44.13	68.0	5300.0	4270.0	660.0	1260.0
NN	2012-06	17.761131286621094	65.36333465576172	41.81964111328125	88.53669738769531	66.18131256103516	44.40895080566406	44.05338668823242	46.425838470458984	64.0997085571289	25.26142692565918	68.50727844238281	52.57004165649414	88.65491676330566	20.096332550048828	66.48549270629883	96.63350868225098	-4.1878	104.12	81.8	66.503248	64.69	28.29	51.72469	71.3	76.2	14.759991	64.02	48.4	6010.0	4220.0	-30.0	640.0
NN	2012-07	10.327189445495605	69.77118682861328	36.19321060180664	91.64280700683594	69.6845932006836	36.21285629272461	45.5850715637207	47.30125427246094	41.374752044677734	21.737628936767578	72.11956787109375	44.76237869262695	96.0128173828125	12.984367370605469	43.05238342285156	95.73549842834473	5.0828	65.62	45.6	107.306515	74.56	21.9	75.16045	52.0	39.7	42.60346	58.27	36.1	2480.0	1140.0	-400.0	-80.0
NN	2012-08	11.27088451385498	69.18204498291016	38.018470764160156	94.49400329589844	67.28423309326172	33.28852462768555	48.50773239135742	49.274906158447266	50.093448638916016	26.81972312927246	71.5890121459961	44.61606979370117	97.04207706451416	4.913841247558594	50.266563415527344	90.5429458618164	58.178	51.28	33.4	145.654077	79.82	27.32	92.41459	61.4	38.4	88.476523	58.03	34.9	380.0	-1580.0	-380.0	-330.0
NN	2012-09	29.3950252532959	63.20533752441406	47.99888229370117	98.53939819335938	64.45860290527344	45.63772201538086	50.10200119018555	54.70886993408203	93.90943908691406	45.57616424560547	66.95050048828125	60.49566650390625	79.2564582824707	11.068443298339844	96.42183303833008	81.92279815673828	115.55	53.42	28.1	191.236597	107.69	39.53	99.11827	111.5	62.4	121.142773	56.37	34.0	-1780.0	-3810.0	-480.0	120.0
NN	2012-10	46.74767303466797	45.42180061340332	56.8640193939209	82.63719940185547	57.05992126464844	65.95590591430664	49.823123931884766	51.10909652709961	143.0893783569336	57.81019973754883	49.52990913391113	73.50697708129883	56.32222366333008	40.2677116394043	139.5306167602539	64.42095565795898	84.719	95.07	36.3	187.28589	146.85	61.43	74.35749	99.0	83.1	116.043591	104.54	56.6	1430.0	160.0	150.0	460.0
NN	2012-11	51.97903060913086	31.4467716217041	49.962974548339844	41.047149658203125	50.60546112060547	82.72222137451172	47.06680679321289	40.0526123046875	165.0348358154297	52.346256256103516	34.08966064453125	71.49085235595703	30.852359771728516	92.39532661437988	157.1363067626953	52.20891189575195	122.45	51.06	40.9	127.33506	31.13	73.63	97.06518	34.8	101.2	101.026664	33.71	58.3	-990.0	-630.0	-140.0	-60.0
NN	2012-12	51.69735527038574	23.078655242919922	41.28414726257324	8.31635856628418	41.38810348510742	85.09274291992188	41.203847885131836	31.004547119140625	161.1116943359375	39.09841346740723	23.37962532043457	62.53385925292969	11.727449417114258	118.85443115234375	151.32458209991455	45.42551136016846	102.13	43.22	38.0	85.319342	88.24	71.09	90.86923	108.1	142.0	92.235678	68.08	56.8	260.0	2100.0	570.0	1230.0
NN	2013-01	48.520145416259766	17.416330337524414	37.710453033447266	-11.766843795776367	31.1705265045166	82.05997467041016	36.80816650390625	21.247350692749023	154.27444458007812	31.39221954345703	18.072349548339844	57.43016815185547	6.155534744262695	125.12017440795898	139.3893337249756	43.61234664916992	114.07	60.86	31.6	51.008416	68.62	100.88	100.92317	62.3	162.0	96.121194	87.84	55.2	-360.0	2320.0	760.0	1290.0
NN	2013-02	44.196983337402344	12.493453025817871	40.836029052734375	-17.457868576049805	28.43428611755371	81.9103775024414	32.24064254760742	17.189138412475586	158.197509765625	28.128009796142578	15.130650520324707	61.1376953125	9.076437950134277	128.77584838867188	143.45644760131836	47.206560134887695	64.49	44.71	24.4	13.030083	67.82	94.89	71.81864	86.8	161.8	45.526188	65.61	60.8	110.0	4010.0	1970.0	1550.0
NN	2013-03	42.50449752807617	19.612974166870117	48.56938934326172	1.0602054595947266	42.601341247558594	93.95033264160156	31.96376609802246	29.27726936340332	180.59580993652344	29.328397750854492	22.815444946289062	72.07949829101562	26.607362747192383	136.15002250671387	178.12514305114746	63.4112548828125	50.481	50.68	22.5	26.512244	46.61	96.74	44.42215	32.4	180.2	42.093333	48.6	67.5	850.0	3830.0	810.0	1270.0
NN	2013-04	31.913997650146484	33.525360107421875	63.530113220214844	32.767723083496094	55.46549606323242	95.2000732421875	32.98705291748047	38.089908599853516	183.51271057128906	31.0867977142334	39.29969024658203	87.9375228881836	65.32428741455078	116.01713562011719	186.62220764160156	96.26370620727539	18.341	106.08	50.1	7.101865	101.88	151.61	26.80652	93.7	240.1	5.507182	140.66	156.3	4010.0	13910.0	2750.0	2550.0
NN	2013-05	27.25016975402832	46.58686828613281	60.30366897583008	72.09952545166016	60.78705978393555	71.22982788085938	39.63875961303711	42.99679183959961	127.06367492675781	32.19519805908203	57.52251434326172	78.76338958740234	79.41771125793457	58.99470520019531	128.7151756286621	105.83196258544922	-1.4767	111.23	150.3	33.368002	70.43	58.63	31.44098	66.2	143.1	2.547868	83.87	126.9	8740.0	9040.0	800.0	1240.0
NN	2013-06	20.717432022094727	64.7017593383789	43.639156341552734	88.43293762207031	66.8440170288086	48.91377258300781	43.29753494262695	48.66241455078125	72.08065032958984	25.62984275817871	71.62571716308594	55.91905212402344	87.96780395507812	26.520729064941406	77.96868133544922	103.90460395812988	-4.6283	85.57	78.9	21.803632	160.42	84.44	28.59155	134.0	178.3	5.688137	78.39	76.9	4870.0	6100.0	2520.0	2380.0
NN	2013-07	11.035841941833496	68.42643737792969	36.62513732910156	91.15849304199219	68.83433532714844	36.51815414428711	44.9408073425293	46.6741943359375	43.7463264465332	21.555566787719727	72.40478515625	45.564002990722656	94.87345600128174	13.035991668701172	45.5637321472168	97.49398422241211	-2.91	146.85	55.0	81.130575	130.62	71.86	65.96803	70.2	96.9	23.037247	77.47	51.5	5670.0	3080.0	1190.0	820.0
NN	2013-08	12.1817045211792	70.28797912597656	38.622955322265625	94.96110153198242	67.13263702392578	34.91139602661133	48.07583236694336	48.26776123046875	50.55097198486328	26.143383026123047	73.02305603027344	45.890602111816406	96.76525163650513	5.943696975708008	51.28786277770996	94.07533931732178	0.55285	94.39	45.1	101.976997	75.54	26.18	67.29192	82.0	48.8	36.990654	78.2	37.3	3820.0	1830.0	-120.0	230.0
NN	2013-09	28.211251258850098	65.03445816040039	49.219844818115234	100.00933837890625	64.97687530517578	44.293312072753906	49.39009475708008	55.01526069641113	94.50028610229492	44.07495307922363	69.57682418823242	62.769784927368164	82.93623638153076	8.437078475952148	99.16293525695801	89.78815078735352	44.838	79.88	45.1	157.768064	72.15	24.06	90.04531	65.7	52.5	68.814249	64.54	36.7	2050.0	-530.0	-870.0	30.0
NN	2013-10	45.07409477233887	44.76901435852051	56.915170669555664	82.47282028198242	58.002838134765625	67.11162948608398	49.24505424499512	50.991268157958984	142.98545837402344	56.66086959838867	52.106605529785156	74.49261474609375	57.00382995605469	41.165388107299805	143.08444213867188	69.93539619445801	71.362	77.84	47.4	167.509768	104.2	50.14	78.24731	93.6	87.9	79.80995	97.21	46.3	1380.0	830.0	-80.0	600.0
NN	2013-11	51.52921485900879	32.46193504333496	49.94658088684082	42.940093994140625	52.70172691345215	88.06499862670898	45.72067642211914	42.10311508178711	169.63307189941406	49.856346130371094	36.16462707519531	72.10258483886719	30.993976593017578	101.08675861358643	166.19366645812988	57.05537986755371	121.06	86.76	57.7	174.518334	80.31	80.52	113.12147	80.6	166.2	120.540328	105.58	92.0	830.0	3200.0	-10.0	820.0
NN	2013-12	51.2014045715332	23.665674209594727	40.23394584655762	7.110757827758789	40.54840278625488	86.22394561767578	40.41652488708496	30.333839416503906	160.4537811279297	36.942569732666016	25.176353454589844	62.11648750305176	12.379326343536377	119.73937797546387	150.9816837310791	49.014638900756836	133.69	77.68	40.8	74.908727	100.66	122.88	109.57463	78.5	166.1	124.970487	65.82	68.4	500.0	1030.0	1320.0	1180.0
NN	2014-01	47.86100769042969	16.530364990234375	37.11826515197754	-13.999811172485352	29.278945922851562	80.82606887817383	36.35882759094238	19.671585083007812	152.61565399169922	29.62116527557373	17.999404907226562	57.32717704772949	6.309967041015625	125.9763126373291	135.23395538330078	46.405712604522705	107.56	58.73	29.7	45.512117	57.92	83.36	108.58265	61.5	160.3	88.839419	70.05	55.5	-500.0	1930.0	1290.0	1120.0
NN	2014-02	43.29681587219238	11.978915214538574	40.061702728271484	-19.82881736755371	28.756572723388672	82.41447067260742	30.881267547607422	18.140792846679688	157.61178588867188	26.640225410461426	14.095412254333496	60.66848945617676	8.60758113861084	131.37844562530518	146.73507738113403	48.53289747238159	27.409	45.04	24.4	14.591538	62.08	90.96	45.34598	64.7	107.6	40.01086	32.81	37.3	1530.0	1970.0	1170.0	1020.0
NN	2014-03	41.903785705566406	17.914701461791992	46.21982192993164	-3.544626235961914	42.42008018493652	96.08580017089844	29.743626594543457	30.12487030029297	181.93243408203125	26.076913833618164	22.225467681884766	69.73979187011719	22.68697738647461	142.78067016601562	183.3682656288147	65.24140119552612	18.399	44.5	22.8	13.511712	51.41	109.49	41.70867	54.2	145.9	26.196125	46.4	54.7	1580.0	3570.0	1560.0	1210.0
NN	2014-04	31.783578872680664	30.716853141784668	62.74243927001953	27.82132339477539	53.086181640625	94.86660766601562	32.20854187011719	36.6451358795166	186.12496948242188	29.66596031188965	36.99092674255371	86.93867492675781	61.244720458984375	120.75338649749756	190.90444087982178	94.59848690032959	4.4864	104.1	77.5	-5.098471	104.59	139.05	7.83377	104.8	344.3	-0.454492	108.0	142.6	5430.0	12020.0	2720.0	4530.0
NN	2014-05	25.993515968322754	44.19206237792969	61.996124267578125	68.45947265625	61.500247955322266	74.16083526611328	37.65994644165039	43.83410835266113	133.9857177734375	31.00598907470703	56.45567321777344	80.5762939453125	79.79412746429443	66.52897644042969	139.9450340270996	108.0896110534668	-4.053	86.49	161.0	-2.677382	105.64	94.92	2.68248	86.4	251.1	-6.495345	83.06	141.0	8270.0	9870.0	2110.0	2350.0
NN	2014-06	20.684821128845215	61.17374610900879	45.30284118652344	85.22804260253906	65.39564895629883	51.25499153137207	40.9913215637207	45.508201599121094	77.82179260253906	25.387331008911133	70.55181121826172	59.021305084228516	86.35790967941284	30.83903694152832	81.17242813110352	106.16162300109863	-3.9982	95.06	87.0	26.575189	104.18	43.48	5.48313	90.0	116.7	-7.53804	92.56	70.3	5240.0	7640.0	910.0	1790.0
NN	2014-07	13.249138832092285	68.673095703125	39.61705017089844	89.3136100769043	66.92351150512695	39.028764724731445	43.71235466003418	43.902015686035156	52.45440673828125	21.760692596435547	73.04402542114258	48.8848762512207	96.33870506286621	14.915687561035156	53.46859645843506	102.17292022705078	-5.8446	93.01	51.2	86.56667	107.31	27.8	43.56626	110.4	74.8	14.505858	83.41	51.1	4400.0	3140.0	290.0	1020.0
NN	2014-08	13.988875389099121	68.91246032714844	41.30475044250488	92.20515823364258	67.17596817016602	38.01908874511719	45.34572792053223	47.00949668884277	60.64128112792969	24.897310256958008	77.14657974243164	50.50345420837402	97.4852876663208	12.471954345703125	63.51962089538574	105.73361778259277	-4.5614	88.94	38.0	92.724269	82.54	28.45	58.30758	74.5	64.9	11.071214	94.57	39.6	3530.0	3990.0	-70.0	720.0
NN	2014-09	23.73007297515869	62.8207950592041	52.82930564880371	95.35367584228516	64.85782623291016	50.972917556762695	43.14314651489258	52.10314178466797	100.74442672729492	39.34284782409668	73.84038925170898	68.65888595581055	90.91349792480469	19.788021087646484	108.9675064086914	105.28839683532715	33.007	101.56	47.8	127.253425	97.7	47.15	71.24047	54.0	53.0	43.439864	112.86	48.9	3350.0	3570.0	160.0	-20.0
NN	2014-10	35.37247848510742	45.8829288482666	59.53334045410156	76.59234619140625	57.440507888793945	76.20117950439453	41.654245376586914	48.209190368652344	153.7705307006836	48.57281303405762	53.65439224243164	80.73098373413086	71.74339485168457	59.738372802734375	160.9334774017334	90.80634784698486	47.455	96.4	61.9	148.188167	83.84	36.04	71.72688	62.1	62.7	57.083642	110.67	71.3	2800.0	3550.0	10.0	230.0
NN	2014-11	43.56491661071777	29.01306438446045	51.64703369140625	37.01358222961426	51.963722229003906	92.42861938476562	38.17146682739258	40.889503479003906	179.4291229248047	42.13355827331543	34.95528793334961	76.63838577270508	40.39625835418701	113.19259738922119	183.82722663879395	70.38497924804688	107.18	97.47	46.8	171.837407	85.23	49.72	110.99869	69.6	90.3	107.850956	99.04	78.9	1460.0	2770.0	-410.0	190.0
NN	2014-12	46.33224296569824	19.783140182495117	43.13726997375488	4.87251091003418	41.659297943115234	91.0742301940918	33.42951011657715	31.316627502441406	170.1934356689453	33.633304595947266	21.384714126586914	66.42911529541016	18.622851371765137	130.63228607177734	168.7171835899353	53.86488103866577	104.48	54.85	40.8	74.624822	41.71	53.2	76.62988	45.4	124.7	80.341171	50.73	84.9	370.0	3400.0	-140.0	870.0
NN	2015-01	44.616987228393555	13.290328025817871	39.54536056518555	-14.808927536010742	31.782325744628906	84.68871307373047	31.023837089538574	21.65435791015625	159.34635162353516	27.797879219055176	14.82009220123291	60.437639236450195	8.730895042419434	132.86266422271729	150.37365531921387	46.95671582221985	112.45	47.18	31.5	42.926525	66.03	59.13	110.73165	53.8	98.7	81.953644	44.18	55.8	-980.0	1030.0	950.0	640.0
NN	2015-02	41.72737121582031	9.64894962310791	42.06333923339844	-19.14591407775879	27.751678466796875	81.83390426635742	28.92207145690918	17.97554588317871	161.03225708007812	26.47311305999756	11.777483940124512	62.46377754211426	9.409708499908447	129.79298496246338	150.33848905563354	47.23181343078613	61.81	29.52	24.2	28.060455	36.7	27.69	65.84345	48.4	42.0	54.011401	28.59	32.7	-300.0	1330.0	-740.0	40.0
NN	2015-03	40.10579299926758	16.83292579650879	50.11843490600586	-3.2737560272216797	40.694522857666016	90.65872192382812	29.13272476196289	30.056676864624023	182.22802734375	28.86223030090332	18.232059478759766	72.73051452636719	26.97464942932129	135.35277366638184	183.40150833129883	61.279842376708984	21.078	38.68	36.1	10.803074	42.75	100.39	28.98919	30.6	116.1	32.325905	26.92	55.4	1800.0	2630.0	1500.0	910.0
NN	2015-04	30.893234252929688	28.94944953918457	63.2562141418457	29.19325065612793	54.59086990356445	90.81515502929688	32.41780090332031	38.054359436035156	185.4059295654297	32.24651336669922	33.69091033935547	86.34728240966797	62.40066909790039	113.6429615020752	191.48212432861328	88.8510513305664	10.213	54.17	77.8	2.39162	74.01	105.05	6.87162	74.4	246.2	10.76657	63.3	99.9	3750.0	7360.0	1990.0	2660.0
NN	2015-05	25.80704689025879	45.26421356201172	60.81560516357422	70.5694351196289	60.79958724975586	70.75145721435547	38.206085205078125	43.574310302734375	127.58262634277344	31.04700469970703	56.796348571777344	79.0313491821289	80.36916732788086	60.644561767578125	131.47059631347656	106.04975891113281	3.796	94.04	94.3	-6.682105	91.18	55.05	2.50874	50.8	120.8	0.226409	85.18	75.3	5560.0	6840.0	1970.0	970.0
NN	2015-06	20.447412490844727	62.46084213256836	44.81217575073242	86.07902526855469	66.93161010742188	50.847496032714844	41.436519622802734	47.77423858642578	75.8408203125	25.217256546020508	71.6923828125	57.96494674682617	86.84186935424805	31.681861877441406	80.6995964050293	106.38903045654297	-4.4255	89.84	67.7	12.022336	178.7	133.56	5.36518	176.4	168.9	-3.724261	86.91	64.9	4920.0	6650.0	3410.0	2660.0
NN	2015-07	12.269312858581543	69.00889587402344	38.50838851928711	89.86763000488281	67.24757385253906	38.078060150146484	44.063716888427734	44.94504928588867	49.66152572631836	21.67378807067871	71.75165557861328	47.6776237487793	95.62115097045898	14.00775146484375	51.25175094604492	98.97057914733887	-7.3401	68.05	47.8	54.544503	70.08	80.81	28.73995	44.7	88.8	4.695458	55.71	45.0	3540.0	2530.0	1020.0	870.0
NN	2015-08	13.17206859588623	68.82003021240234	40.53250503540039	93.50321197509766	65.32294464111328	34.89372634887695	46.628662109375	46.25042724609375	57.13795852661133	25.85478973388672	73.10153198242188	48.24200439453125	96.37872409820557	5.903827667236328	57.281044006347656	98.33377075195312	6.4055	82.25	36.4	117.490234	68.07	21.43	65.79327	88.4	43.9	41.159551	87.81	33.9	2840.0	1750.0	-480.0	230.0
NN	2015-09	25.61874008178711	64.09786224365234	50.72611618041992	98.24087524414062	65.02039337158203	47.86100769042969	46.68070602416992	52.55849075317383	96.70040893554688	41.47259521484375	73.77767944335938	65.83574676513672	87.89863586425781	13.1314697265625	100.76859283447266	102.00823211669922	31.519	63.98	37.4	118.207078	81.36	27.04	71.62195	95.7	51.3	50.720028	79.48	34.1	1920.0	1180.0	-100.0	380.0
NN	2015-10	39.7415885925293	44.93497848510742	58.30644607543945	80.3778076171875	57.77156448364258	71.24690246582031	45.295467376708984	47.58537292480469	146.31427001953125	53.09028625488281	50.383506774902344	77.23515319824219	64.29783248901367	50.01316452026367	150.15260314941406	77.95460891723633	72.753	55.89	33.2	197.965084	58.73	19.81	100.9125	84.0	84.3	88.206669	53.16	30.6	-150.0	-1940.0	-1220.0	140.0
NN	2015-11	47.048301696777344	30.356027603149414	51.53646469116211	43.31793212890625	51.58895492553711	88.6534652709961	43.0333366394043	39.992393493652344	173.8538055419922	48.585670471191406	34.728248596191406	75.12879180908203	37.58600997924805	102.50077629089355	172.21742630004883	62.53137969970703	89.993	83.43	57.6	121.569917	54.94	44.41	59.17494	36.3	107.5	83.862413	87.08	57.5	1740.0	2110.0	-100.0	580.0
NN	2015-12	48.745635986328125	20.104372024536133	45.31418991088867	12.363977432250977	43.84142303466797	89.68400573730469	37.188655853271484	34.36011505126953	171.61697387695312	40.35065460205078	20.169742584228516	66.55516815185547	18.008490562438965	122.93242454528809	168.7517852783203	46.471001625061035	101.24	100.98	58.5	74.812516	73.43	63.09	52.74904	62.8	122.5	73.800568	115.71	92.7	2450.0	6910.0	560.0	930.0
NN	2016-01	47.059499740600586	14.53966236114502	41.09390449523926	-6.935014724731445	36.679914474487305	85.14607238769531	33.66172981262207	27.62359619140625	164.1106185913086	33.242271423339844	14.643189430236816	61.56637191772461	9.12699842453003	130.13406658172607	157.9899196624756	42.30198073387146	88.863	58.49	40.8	71.991079	44.21	82.88	104.53963	53.3	144.1	104.757726	46.91	74.0	430.0	680.0	760.0	1010.0
NN	2016-02	44.373104095458984	11.376093864440918	43.89332580566406	-11.608388900756836	33.95933532714844	83.95304870605469	30.7718505859375	25.00307273864746	166.5535888671875	31.959070205688477	11.446213722229004	63.44370651245117	10.79952621459961	130.61557579040527	159.88202667236328	41.887516498565674	57.995	54.21	30.8	23.529536	70.34	78.3	63.10113	90.8	181.3	47.456328	53.22	69.7	940.0	4070.0	1300.0	2060.0
NN	2016-03	41.270565032958984	16.466440200805664	53.17864990234375	4.146974563598633	43.32473373413086	87.60858917236328	31.579421997070312	34.540138244628906	180.5048065185547	35.185546875	17.050350189208984	72.54812622070312	27.08345317840576	128.9613742828369	182.7967185974121	52.66285800933838	40.19	54.51	66.0	14.915581	107.74	127.55	30.28458	71.8	246.1	15.741457	112.59	106.9	2280.0	9420.0	2480.0	2320.0
NN	2016-04	31.46976661682129	29.87596893310547	64.09027099609375	38.14122009277344	54.368988037109375	82.47022247314453	35.823814392089844	38.64863204956055	175.80648803710938	36.6414680480957	36.53295135498047	84.91947937011719	64.18198585510254	97.40999031066895	176.87893295288086	85.23735237121582	28.182	43.92	73.9	21.258944	69.68	117.14	34.41716	61.4	209.0	22.15744	66.79	133.6	2690.0	8210.0	1900.0	1730.0
NN	2016-05	25.628128051757812	46.94701385498047	56.20265197753906	74.98192596435547	60.6267204284668	63.99626159667969	39.8087043762207	43.74810791015625	114.07551574707031	31.767749786376953	57.56868362426758	72.0760498046875	77.86449241638184	48.81854248046875	117.86880874633789	99.44246482849121	4.863	59.64	68.2	27.522389	55.87	66.14	19.9597	35.8	116.1	13.462776	43.0	82.3	3460.0	4860.0	1040.0	800.0
NN	2016-06	17.7313232421875	66.41753387451172	42.15012741088867	88.18783187866211	65.24853897094727	44.70524787902832	43.681331634521484	45.99339485168457	65.2028579711914	24.836898803710938	69.44155502319336	53.2006950378418	90.669668674469	19.104434967041016	66.68251609802246	99.93908309936523	-5.3732	115.4	66.7	58.818612	45.94	28.16	45.59673	44.1	61.5	13.737672	55.57	49.6	6020.0	3980.0	-110.0	450.0
NN	2016-07	8.287320137023926	71.19424438476562	36.35261535644531	91.41405487060547	67.27914810180664	33.56282424926758	45.45943260192871	46.10184860229492	40.167091369628906	20.660414695739746	73.0513801574707	43.46751022338867	100.25625842809677	7.758172988891602	40.243404388427734	96.5186595916748	-5.6364	90.76	51.0	77.03826	67.39	21.96	60.92254	34.5	38.0	23.210329	71.98	39.1	3920.0	2650.0	120.0	-30.0
